pokedex_entry,name,region,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed
312,Minun,Hoenn,3,Normal,Cheering Pokémon,1,Electric,,0.4,4.2,2,Minus,,Volt Absorb,60,40,50,75,85,95
313,Volbeat,Hoenn,3,Normal,Firefly Pokémon,1,Bug,,0.7,17.7,3,Illuminate,Swarm,Prankster,65,73,75,47,85,85
314,Illumise,Hoenn,3,Normal,Firefly Pokémon,1,Bug,,0.6,17.7,3,Oblivious,Tinted Lens,Prankster,65,47,75,73,85,85
315,Roselia,Hoenn,3,Normal,Thorn Pokémon,2,Grass,Poison,0.3,2,3,Natural Cure,Poison Point,Leaf Guard,50,60,45,100,80,65
316,Gulpin,Hoenn,3,Normal,Stomach Pokémon,1,Poison,,0.4,10.3,3,Liquid Ooze,Sticky Hold,Gluttony,70,43,53,43,53,40
317,Swalot,Hoenn,3,Normal,Poison Bag Pokémon,1,Poison,,1.7,80,3,Liquid Ooze,Sticky Hold,Gluttony,100,73,83,73,83,55
318,Carvanha,Hoenn,3,Normal,Savage Pokémon,2,Water,Dark,0.8,20.8,2,Rough Skin,,Speed Boost,45,90,20,65,20,65
319,Sharpedo,Hoenn,3,Normal,Brutal Pokémon,2,Water,Dark,1.8,88.8,2,Rough Skin,,Speed Boost,70,120,40,95,40,95
319,Mega Sharpedo,Hoenn,3,Normal,Brutal Pokémon,2,Water,Dark,2.5,130.3,1,Strong Jaw,,,70,140,70,110,65,105
320,Wailmer,Hoenn,3,Normal,Ball Whale Pokémon,1,Water,,2,130,3,Water Veil,Oblivious,Pressure,130,70,35,70,35,60
321,Wailord,Hoenn,3,Normal,Float Whale Pokémon,1,Water,,14.5,398,3,Water Veil,Oblivious,Pressure,170,90,45,90,45,60
322,Numel,Hoenn,3,Normal,Numb Pokémon,2,Fire,Ground,0.7,24,3,Oblivious,Simple,Own Tempo,60,60,40,65,45,35
323,Camerupt,Hoenn,3,Normal,Eruption Pokémon,2,Fire,Ground,1.9,220,3,Magma Armor,Solid Rock,Anger Point,70,100,70,105,75,40
323,Mega Camerupt,Hoenn,3,Normal,Eruption Pokémon,2,Fire,Ground,2.5,320.5,1,Sheer Force,,,70,120,100,145,105,20
324,Torkoal,Hoenn,3,Normal,Coal Pokémon,1,Fire,,0.5,80.4,3,White Smoke,Drought,Shell Armor,70,85,140,85,70,20
325,Spoink,Hoenn,3,Normal,Bounce Pokémon,1,Psychic,,0.7,30.6,3,Thick Fat,Own Tempo,Gluttony,60,25,35,70,80,60
326,Grumpig,Hoenn,3,Normal,Manipulate Pokémon,1,Psychic,,0.9,71.5,3,Thick Fat,Own Tempo,Gluttony,80,45,65,90,110,80
327,Spinda,Hoenn,3,Normal,Spot Panda Pokémon,1,Normal,,1.1,5,3,Own Tempo,Tangled Feet,Contrary,60,60,60,60,60,60
328,Trapinch,Hoenn,3,Normal,Ant Pit Pokémon,1,Ground,,0.7,15,3,Hyper Cutter,Arena Trap,Sheer Force,45,100,45,45,45,10
329,Vibrava,Hoenn,3,Normal,Vibration Pokémon,2,Ground,Dragon,1.1,15.3,1,Levitate,,,50,70,50,50,50,70
330,Flygon,Hoenn,3,Normal,Mystic Pokémon,2,Ground,Dragon,2,82,1,Levitate,,,80,100,80,80,80,100
331,Cacnea,Hoenn,3,Normal,Cactus Pokémon,1,Grass,,0.4,51.3,2,Sand Veil,,Water Absorb,50,85,40,85,40,35
332,Cacturne,Hoenn,3,Normal,Scarecrow Pokémon,2,Grass,Dark,1.3,77.4,2,Sand Veil,,Water Absorb,70,115,60,115,60,55
333,Swablu,Hoenn,3,Normal,Cotton Bird Pokémon,2,Normal,Flying,0.4,1.2,2,Natural Cure,,Cloud Nine,45,40,60,40,75,50
334,Altaria,Hoenn,3,Normal,Humming Pokémon,2,Dragon,Flying,1.1,20.6,2,Natural Cure,,Cloud Nine,75,70,90,70,105,80
334,Mega Altaria,Hoenn,3,Normal,Humming Pokémon,2,Dragon,Fairy,1.5,20.6,1,Pixilate,,,75,110,110,110,105,80
335,Zangoose,Hoenn,3,Normal,Cat Ferret Pokémon,1,Normal,,1.3,40.3,2,Immunity,,Toxic Boost,73,115,60,60,60,90
336,Seviper,Hoenn,3,Normal,Fang Snake Pokémon,1,Poison,,2.7,52.5,2,Shed Skin,,Infiltrator,73,100,60,100,60,65
337,Lunatone,Hoenn,3,Normal,Meteorite Pokémon,2,Rock,Psychic,1,168,1,Levitate,,,90,55,65,95,85,70
338,Solrock,Hoenn,3,Normal,Meteorite Pokémon,2,Rock,Psychic,1.2,154,1,Levitate,,,90,95,85,55,65,70
339,Barboach,Hoenn,3,Normal,Whiskers Pokémon,2,Water,Ground,0.4,1.9,3,Oblivious,Anticipation,Hydration,50,48,43,46,41,60
340,Whiscash,Hoenn,3,Normal,Whiskers Pokémon,2,Water,Ground,0.9,23.6,3,Oblivious,Anticipation,Hydration,110,78,73,76,71,60
341,Corphish,Hoenn,3,Normal,Ruffian Pokémon,1,Water,,0.6,11.5,3,Hyper Cutter,Shell Armor,Adaptability,43,80,65,50,35,35
342,Crawdaunt,Hoenn,3,Normal,Rogue Pokémon,2,Water,Dark,1.1,32.8,3,Hyper Cutter,Shell Armor,Adaptability,63,120,85,90,55,55
343,Baltoy,Hoenn,3,Normal,Clay Doll Pokémon,2,Ground,Psychic,0.5,21.5,1,Levitate,,,40,40,55,40,70,55
344,Claydol,Hoenn,3,Normal,Clay Doll Pokémon,2,Ground,Psychic,1.5,108,1,Levitate,,,60,70,105,70,120,75
345,Lileep,Hoenn,3,Normal,Sea Lily Pokémon,2,Rock,Grass,1,23.8,2,Suction Cups,,Storm Drain,66,41,77,61,87,23
346,Cradily,Hoenn,3,Normal,Barnacle Pokémon,2,Rock,Grass,1.5,60.4,2,Suction Cups,,Storm Drain,86,81,97,81,107,43
347,Anorith,Hoenn,3,Normal,Old Shrimp Pokémon,2,Rock,Bug,0.7,12.5,2,Battle Armor,,Swift Swim,45,95,50,40,50,75
348,Armaldo,Hoenn,3,Normal,Plate Pokémon,2,Rock,Bug,1.5,68.2,2,Battle Armor,,Swift Swim,75,125,100,70,80,45
349,Feebas,Hoenn,3,Normal,Fish Pokémon,1,Water,,0.6,7.4,3,Swift Swim,Oblivious,Adaptability,20,15,20,10,55,80
350,Milotic,Hoenn,3,Normal,Tender Pokémon,1,Water,,6.2,162,3,Marvel Scale,Competitive,Cute Charm,95,60,79,100,125,81
351,Castform,Hoenn,3,Normal,Weather Pokémon,1,Normal,,0.3,0.8,1,Forecast,,,70,70,70,70,70,70
351,Castform Sunny Form,Hoenn,3,Normal,Weather Pokémon,1,Fire,,0.3,0.8,1,Forecast,,,70,70,70,70,70,70
351,Castform Rainy Form,Hoenn,3,Normal,Weather Pokémon,1,Water,,0.3,0.8,1,Forecast,,,70,70,70,70,70,70
351,Castform Snowy Form,Hoenn,3,Normal,Weather Pokémon,1,Ice,,0.3,0.8,1,Forecast,,,70,70,70,70,70,70
352,Kecleon,Hoenn,3,Normal,Color Swap Pokémon,1,Normal,,1,22,2,Color Change,,Protean,60,90,70,60,120,40
353,Shuppet,Hoenn,3,Normal,Puppet Pokémon,1,Ghost,,0.6,2.3,3,Insomnia,Frisk,Cursed Body,44,75,35,63,33,45
354,Banette,Hoenn,3,Normal,Marionette Pokémon,1,Ghost,,1.1,12.5,3,Insomnia,Frisk,Cursed Body,64,115,65,83,63,65
354,Mega Banette,Hoenn,3,Normal,Marionette Pokémon,1,Ghost,,1.2,13,1,Prankster,,,64,165,75,93,83,75
355,Duskull,Hoenn,3,Normal,Requiem Pokémon,1,Ghost,,0.8,15,2,Levitate,,Frisk,20,40,90,30,90,25
356,Dusclops,Hoenn,3,Normal,Beckon Pokémon,1,Ghost,,1.6,30.6,2,Pressure,,Frisk,40,70,130,60,130,25
357,Tropius,Hoenn,3,Normal,Fruit Pokémon,2,Grass,Flying,2,100,3,Chlorophyll,Solar Power,Harvest,99,68,83,72,87,51
358,Chimecho,Hoenn,3,Normal,Wind Chime Pokémon,1,Psychic,,0.6,1,1,Levitate,,,75,50,80,95,90,65
359,Absol,Hoenn,3,Normal,Disaster Pokémon,1,Dark,,1.2,47,3,Pressure,Super Luck,Justified,65,130,60,75,60,75
359,Mega Absol,Hoenn,3,Normal,Disaster Pokémon,1,Dark,,1.2,49,1,Magic Bounce,,,65,150,60,115,60,115
360,Wynaut,Hoenn,3,Normal,Bright Pokémon,1,Psychic,,0.6,14,2,Shadow Tag,,Telepathy,95,23,48,23,48,23
361,Snorunt,Hoenn,3,Normal,Snow Hat Pokémon,1,Ice,,0.7,16.8,3,Inner Focus,Ice Body,Moody,50,50,50,50,50,50
362,Glalie,Hoenn,3,Normal,Face Pokémon,1,Ice,,1.5,256.5,3,Inner Focus,Ice Body,Moody,80,80,80,80,80,80
362,Mega Glalie,Hoenn,3,Normal,Face Pokémon,1,Ice,,2.1,350.2,1,Refrigerate,,,80,120,80,120,80,100
363,Spheal,Hoenn,3,Normal,Clap Pokémon,2,Ice,Water,0.8,39.5,3,Thick Fat,Ice Body,Oblivious,70,40,50,55,50,25
364,Sealeo,Hoenn,3,Normal,Ball Roll Pokémon,2,Ice,Water,1.1,87.6,3,Thick Fat,Ice Body,Oblivious,90,60,70,75,70,45
365,Walrein,Hoenn,3,Normal,Ice Break Pokémon,2,Ice,Water,1.4,150.6,3,Thick Fat,Ice Body,Oblivious,110,80,90,95,90,65
366,Clamperl,Hoenn,3,Normal,Bivalve Pokémon,1,Water,,0.4,52.5,2,Shell Armor,,Rattled,35,64,85,74,55,32
367,Huntail,Hoenn,3,Normal,Deep Sea Pokémon,1,Water,,1.7,27,2,Swift Swim,,Water Veil,55,104,105,94,75,52
368,Gorebyss,Hoenn,3,Normal,South Sea Pokémon,1,Water,,1.8,22.6,2,Swift Swim,,Hydration,55,84,105,114,75,52
369,Relicanth,Hoenn,3,Normal,Longevity Pokémon,2,Water,Rock,1,23.4,3,Swift Swim,Rock Head,Sturdy,100,90,130,45,65,55
370,Luvdisc,Hoenn,3,Normal,Rendezvous Pokémon,1,Water,,0.6,8.7,2,Swift Swim,,Hydration,43,30,55,40,65,97
371,Bagon,Hoenn,3,Normal,Rock Head Pokémon,1,Dragon,,0.6,42.1,2,Rock Head,,Sheer Force,45,75,60,40,30,50
372,Shelgon,Hoenn,3,Normal,Endurance Pokémon,1,Dragon,,1.1,110.5,2,Rock Head,,Overcoat,65,95,100,60,50,50
373,Salamence,Hoenn,3,Normal,Dragon Pokémon,2,Dragon,Flying,1.5,102.6,2,Intimidate,,Moxie,95,135,80,110,80,100
373,Mega Salamence,Hoenn,3,Normal,Dragon Pokémon,2,Dragon,Flying,1.8,112.6,1,Aerilate,,,95,145,130,120,90,120
374,Beldum,Hoenn,3,Normal,Iron Ball Pokémon,2,Steel,Psychic,0.6,95.2,2,Clear Body,,Light Metal,40,55,80,35,60,30
375,Metang,Hoenn,3,Normal,Iron Claw Pokémon,2,Steel,Psychic,1.2,202.5,2,Clear Body,,Light Metal,60,75,100,55,80,50
376,Metagross,Hoenn,3,Normal,Iron Leg Pokémon,2,Steel,Psychic,1.6,550,2,Clear Body,,Light Metal,80,135,130,95,90,70
376,Mega Metagross,Hoenn,3,Normal,Iron Leg Pokémon,2,Steel,Psychic,2.5,942.9,1,Tough Claws,,,80,145,150,105,110,110
377,Regirock,Hoenn,3,Sub Legendary,Rock Peak Pokémon,1,Rock,,1.7,230,2,Clear Body,,Sturdy,80,100,200,50,100,50
378,Regice,Hoenn,3,Sub Legendary,Iceberg Pokémon,1,Ice,,1.8,175,2,Clear Body,,Ice Body,80,50,100,100,200,50
379,Registeel,Hoenn,3,Sub Legendary,Iron Pokémon,1,Steel,,1.9,205,2,Clear Body,,Light Metal,80,75,150,75,150,50
380,Latias,Hoenn,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,1.4,40,1,Levitate,,,80,80,90,110,130,110
380,Mega Latias,Hoenn,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,1.8,52,1,Levitate,,,80,100,120,140,150,110
381,Latios,Hoenn,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,2,60,1,Levitate,,,80,90,80,130,110,110
381,Mega Latios,Hoenn,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,2.3,70,1,Levitate,,,80,130,100,160,120,110
382,Kyogre,Hoenn,3,Legendary,Sea Basin Pokémon,1,Water,,4.5,352,1,Drizzle,,,100,100,90,150,140,90
382,Primal Kyogre,Hoenn,3,Legendary,Sea Basin Pokémon,1,Water,,9.8,430,1,Primordial Sea,,,100,150,90,180,160,90
383,Groudon,Hoenn,3,Legendary,Continent Pokémon,1,Ground,,3.5,950,1,Drought,,,100,150,140,100,90,90
383,Primal Groudon,Hoenn,3,Legendary,Continent Pokémon,2,Ground,Fire,5,999.7,1,Desolate Land,,,100,180,160,150,90,90
384,Rayquaza,Hoenn,3,Legendary,Sky High Pokémon,2,Dragon,Flying,7,206.5,1,Air Lock,,,105,150,90,150,90,95
384,Mega Rayquaza,Hoenn,3,Legendary,Sky High Pokémon,2,Dragon,Flying,10.8,392,1,Delta Stream,,,105,180,100,180,100,115
385,Jirachi,Hoenn,3,Mythical,Wish Pokémon,2,Steel,Psychic,0.3,1.1,1,Serene Grace,,,100,100,100,100,100,100
386,Deoxys Normal Forme,Hoenn,3,Mythical,DNA Pokémon,1,Psychic,,1.7,60.8,1,Pressure,,,50,150,50,150,50,150
386,Deoxys Attack Forme,Hoenn,3,Mythical,DNA Pokémon,1,Psychic,,1.7,60.8,1,Pressure,,,50,180,20,180,20,150
386,Deoxys Defense Forme,Hoenn,3,Mythical,DNA Pokémon,1,Psychic,,1.7,60.8,1,Pressure,,,50,70,160,70,160,90
386,Deoxys Speed Forme,Hoenn,3,Mythical,DNA Pokémon,1,Psychic,,1.7,60.8,1,Pressure,,,50,95,90,95,90,180
387,Turtwig,Sinnoh,4,Normal,Tiny Leaf Pokémon,1,Grass,,0.4,10.2,2,Overgrow,,Shell Armor,55,68,64,45,55,31
388,Grotle,Sinnoh,4,Normal,Grove Pokémon,1,Grass,,1.1,97,2,Overgrow,,Shell Armor,75,89,85,55,65,36
389,Torterra,Sinnoh,4,Normal,Continent Pokémon,2,Grass,Ground,2.2,310,2,Overgrow,,Shell Armor,95,109,105,75,85,56
390,Chimchar,Sinnoh,4,Normal,Chimp Pokémon,1,Fire,,0.5,6.2,2,Blaze,,Iron Fist,44,58,44,58,44,61
391,Monferno,Sinnoh,4,Normal,Playful Pokémon,2,Fire,Fighting,0.9,22,2,Blaze,,Iron Fist,64,78,52,78,52,81
392,Infernape,Sinnoh,4,Normal,Flame Pokémon,2,Fire,Fighting,1.2,55,2,Blaze,,Iron Fist,76,104,71,104,71,108
393,Piplup,Sinnoh,4,Normal,Penguin Pokémon,1,Water,,0.4,5.2,2,Torrent,,Defiant,53,51,53,61,56,40
394,Prinplup,Sinnoh,4,Normal,Penguin Pokémon,1,Water,,0.8,23,2,Torrent,,Defiant,64,66,68,81,76,50
395,Empoleon,Sinnoh,4,Normal,Emperor Pokémon,2,Water,Steel,1.7,84.5,2,Torrent,,Defiant,84,86,88,111,101,60
396,Starly,Sinnoh,4,Normal,Starling Pokémon,2,Normal,Flying,0.3,2,2,Keen Eye,,Reckless,40,55,30,30,30,60
397,Staravia,Sinnoh,4,Normal,Starling Pokémon,2,Normal,Flying,0.6,15.5,2,Intimidate,,Reckless,55,75,50,40,40,80
398,Staraptor,Sinnoh,4,Normal,Predator Pokémon,2,Normal,Flying,1.2,24.9,2,Intimidate,,Reckless,85,120,70,50,60,100
399,Bidoof,Sinnoh,4,Normal,Plump Mouse Pokémon,1,Normal,,0.5,20,3,Simple,Unaware,Moody,59,45,40,35,40,31
400,Bibarel,Sinnoh,4,Normal,Beaver Pokémon,2,Normal,Water,1,31.5,3,Simple,Unaware,Moody,79,85,60,55,60,71
401,Kricketot,Sinnoh,4,Normal,Cricket Pokémon,1,Bug,,0.3,2.2,2,Shed Skin,,Run Away,37,25,41,25,41,25
402,Kricketune,Sinnoh,4,Normal,Cricket Pokémon,1,Bug,,1,25.5,2,Swarm,,Technician,77,85,51,55,51,65
403,Shinx,Sinnoh,4,Normal,Flash Pokémon,1,Electric,,0.5,9.5,3,Rivalry,Intimidate,Guts,45,65,34,40,34,45
404,Luxio,Sinnoh,4,Normal,Spark Pokémon,1,Electric,,0.9,30.5,3,Rivalry,Intimidate,Guts,60,85,49,60,49,60
405,Luxray,Sinnoh,4,Normal,Gleam Eyes Pokémon,1,Electric,,1.4,42,3,Rivalry,Intimidate,Guts,80,120,79,95,79,70
406,Budew,Sinnoh,4,Normal,Bud Pokémon,2,Grass,Poison,0.2,1.2,3,Natural Cure,Poison Point,Leaf Guard,40,30,35,50,70,55
407,Roserade,Sinnoh,4,Normal,Bouquet Pokémon,2,Grass,Poison,0.9,14.5,3,Natural Cure,Poison Point,Technician,60,70,65,125,105,90
408,Cranidos,Sinnoh,4,Normal,Head Butt Pokémon,1,Rock,,0.9,31.5,2,Mold Breaker,,Sheer Force,67,125,40,30,30,58
409,Rampardos,Sinnoh,4,Normal,Head Butt Pokémon,1,Rock,,1.6,102.5,2,Mold Breaker,,Sheer Force,97,165,60,65,50,58
410,Shieldon,Sinnoh,4,Normal,Shield Pokémon,2,Rock,Steel,0.5,57,2,Sturdy,,Soundproof,30,42,118,42,88,30
411,Bastiodon,Sinnoh,4,Normal,Shield Pokémon,2,Rock,Steel,1.3,149.5,2,Sturdy,,Soundproof,60,52,168,47,138,30
412,Burmy,Sinnoh,4,Normal,Bagworm Pokémon,1,Bug,,0.2,3.4,2,Shed Skin,,Overcoat,40,29,45,29,45,36
413,Wormadam Plant Cloak,Sinnoh,4,Normal,Bagworm Pokémon,2,Bug,Grass,0.5,6.5,2,Anticipation,,Overcoat,60,59,85,79,105,36
413,Wormadam Sandy Cloak,Sinnoh,4,Normal,Bagworm Pokémon,2,Bug,Ground,0.5,6.5,2,Anticipation,,Overcoat,60,79,105,59,85,36
413,Wormadam Trash Cloak,Sinnoh,4,Normal,Bagworm Pokémon,2,Bug,Steel,0.5,6.5,2,Anticipation,,Overcoat,60,69,95,69,95,36
414,Mothim,Sinnoh,4,Normal,Moth Pokémon,2,Bug,Flying,0.9,23.3,2,Swarm,,Tinted Lens,70,94,50,94,50,66
415,Combee,Sinnoh,4,Normal,Tiny Bee Pokémon,2,Bug,Flying,0.3,5.5,2,Honey Gather,,Hustle,30,30,42,30,42,70
416,Vespiquen,Sinnoh,4,Normal,Beehive Pokémon,2,Bug,Flying,1.2,38.5,2,Pressure,,Unnerve,70,80,102,80,102,40
417,Pachirisu,Sinnoh,4,Normal,EleSquirrel Pokémon,1,Electric,,0.4,3.9,3,Run Away,Pickup,Volt Absorb,60,45,70,45,90,95
418,Buizel,Sinnoh,4,Normal,Sea Weasel Pokémon,1,Water,,0.7,29.5,2,Swift Swim,,Water Veil,55,65,35,60,30,85
419,Floatzel,Sinnoh,4,Normal,Sea Weasel Pokémon,1,Water,,1.1,33.5,2,Swift Swim,,Water Veil,85,105,55,85,50,115
420,Cherubi,Sinnoh,4,Normal,Cherry Pokémon,1,Grass,,0.4,3.3,1,Chlorophyll,,,45,35,45,62,53,35
421,Cherrim,Sinnoh,4,Normal,Blossom Pokémon,1,Grass,,0.5,9.3,1,Flower Gift,,,70,60,70,87,78,85
422,Shellos,Sinnoh,4,Normal,Sea Slug Pokémon,1,Water,,0.3,6.3,3,Sticky Hold,Storm Drain,Sand Force,76,48,48,57,62,34
423,Gastrodon,Sinnoh,4,Normal,Sea Slug Pokémon,2,Water,Ground,0.9,29.9,3,Sticky Hold,Storm Drain,Sand Force,111,83,68,92,82,39
424,Ambipom,Sinnoh,4,Normal,Long Tail Pokémon,1,Normal,,1.2,20.3,3,Technician,Pickup,Skill Link,75,100,66,60,66,115
425,Drifloon,Sinnoh,4,Normal,Balloon Pokémon,2,Ghost,Flying,0.4,1.2,3,Aftermath,Unburden,Flare Boost,90,50,34,60,44,70
426,Drifblim,Sinnoh,4,Normal,Blimp Pokémon,2,Ghost,Flying,1.2,15,3,Aftermath,Unburden,Flare Boost,150,80,44,90,54,80
427,Buneary,Sinnoh,4,Normal,Rabbit Pokémon,1,Normal,,0.4,5.5,3,Run Away,Klutz,Limber,55,66,44,44,56,85
428,Lopunny,Sinnoh,4,Normal,Rabbit Pokémon,1,Normal,,1.2,33.3,3,Cute Charm,Klutz,Limber,65,76,84,54,96,105
428,Mega Lopunny,Sinnoh,4,Normal,Rabbit Pokémon,2,Normal,Fighting,1.3,28.3,1,Scrappy,,,65,136,94,54,96,135
429,Mismagius,Sinnoh,4,Normal,Magical Pokémon,1,Ghost,,0.9,4.4,1,Levitate,,,60,60,60,105,105,105
430,Honchkrow,Sinnoh,4,Normal,Big Boss Pokémon,2,Dark,Flying,0.9,27.3,3,Insomnia,Super Luck,Moxie,100,125,52,105,52,71
431,Glameow,Sinnoh,4,Normal,Catty Pokémon,1,Normal,,0.5,3.9,3,Limber,Own Tempo,Keen Eye,49,55,42,42,37,85
432,Purugly,Sinnoh,4,Normal,Tiger Cat Pokémon,1,Normal,,1,43.8,3,Thick Fat,Own Tempo,Defiant,71,82,64,64,59,112
433,Chingling,Sinnoh,4,Normal,Bell Pokémon,1,Psychic,,0.2,0.6,1,Levitate,,,45,30,50,65,50,45
434,Stunky,Sinnoh,4,Normal,Skunk Pokémon,2,Poison,Dark,0.4,19.2,3,Stench,Aftermath,Keen Eye,63,63,47,41,41,74
435,Skuntank,Sinnoh,4,Normal,Skunk Pokémon,2,Poison,Dark,1,38,3,Stench,Aftermath,Keen Eye,103,93,67,71,61,84
436,Bronzor,Sinnoh,4,Normal,Bronze Pokémon,2,Steel,Psychic,0.5,60.5,3,Levitate,Heatproof,Heavy Metal,57,24,86,24,86,23
437,Bronzong,Sinnoh,4,Normal,Bronze Bell Pokémon,2,Steel,Psychic,1.3,187,3,Levitate,Heatproof,Heavy Metal,67,89,116,79,116,33
438,Bonsly,Sinnoh,4,Normal,Bonsai Pokémon,1,Rock,,0.5,15,3,Sturdy,Rock Head,Rattled,50,80,95,10,45,10
439,Mime Jr.,Sinnoh,4,Normal,Mime Pokémon,2,Psychic,Fairy,0.6,13,3,Soundproof,Filter,Technician,20,25,45,70,90,60
440,Happiny,Sinnoh,4,Normal,Playhouse Pokémon,1,Normal,,0.6,24.4,3,Natural Cure,Serene Grace,Friend Guard,100,5,5,15,65,30
441,Chatot,Sinnoh,4,Normal,Music Note Pokémon,2,Normal,Flying,0.5,1.9,3,Keen Eye,Tangled Feet,Big Pecks,76,65,45,92,42,91
442,Spiritomb,Sinnoh,4,Normal,Forbidden Pokémon,2,Ghost,Dark,1,108,2,Pressure,,Infiltrator,50,92,108,92,108,35
443,Gible,Sinnoh,4,Normal,Land Shark Pokémon,2,Dragon,Ground,0.7,20.5,2,Sand Veil,,Rough Skin,58,70,45,40,45,42
444,Gabite,Sinnoh,4,Normal,Cave Pokémon,2,Dragon,Ground,1.4,56,2,Sand Veil,,Rough Skin,68,90,65,50,55,82
445,Garchomp,Sinnoh,4,Normal,Mach Pokémon,2,Dragon,Ground,1.9,95,2,Sand Veil,,Rough Skin,108,130,95,80,85,102
445,Mega Garchomp,Sinnoh,4,Normal,Mach Pokémon,2,Dragon,Ground,1.9,95,1,Sand Force,,,108,170,115,120,95,92
446,Munchlax,Sinnoh,4,Normal,Big Eater Pokémon,1,Normal,,0.6,105,3,Pickup,Thick Fat,Gluttony,135,85,40,40,85,5
447,Riolu,Sinnoh,4,Normal,Emanation Pokémon,1,Fighting,,0.7,20.2,3,Steadfast,Inner Focus,Prankster,40,70,40,35,40,60
448,Lucario,Sinnoh,4,Normal,Aura Pokémon,2,Fighting,Steel,1.2,54,3,Steadfast,Inner Focus,Justified,70,110,70,115,70,90
448,Mega Lucario,Sinnoh,4,Normal,Aura Pokémon,2,Fighting,Steel,1.3,57.5,1,Adaptability,,,70,145,88,140,70,112
449,Hippopotas,Sinnoh,4,Normal,Hippo Pokémon,1,Ground,,0.8,49.5,2,Sand Stream,,Sand Force,68,72,78,38,42,32
450,Hippowdon,Sinnoh,4,Normal,Heavyweight Pokémon,1,Ground,,2,300,2,Sand Stream,,Sand Force,108,112,118,68,72,47
451,Skorupi,Sinnoh,4,Normal,Scorpion Pokémon,2,Poison,Bug,0.8,12,3,Battle Armor,Sniper,Keen Eye,40,50,90,30,55,65
452,Drapion,Sinnoh,4,Normal,Ogre Scorp Pokémon,2,Poison,Dark,1.3,61.5,3,Battle Armor,Sniper,Keen Eye,70,90,110,60,75,95
453,Croagunk,Sinnoh,4,Normal,Toxic Mouth Pokémon,2,Poison,Fighting,0.7,23,3,Anticipation,Dry Skin,Poison Touch,48,61,40,61,40,50
454,Toxicroak,Sinnoh,4,Normal,Toxic Mouth Pokémon,2,Poison,Fighting,1.3,44.4,3,Anticipation,Dry Skin,Poison Touch,83,106,65,86,65,85
455,Carnivine,Sinnoh,4,Normal,Bug Catcher Pokémon,1,Grass,,1.4,27,1,Levitate,,,74,100,72,90,72,46
456,Finneon,Sinnoh,4,Normal,Wing Fish Pokémon,1,Water,,0.4,7,3,Swift Swim,Storm Drain,Water Veil,49,49,56,49,61,66
457,Lumineon,Sinnoh,4,Normal,Neon Pokémon,1,Water,,1.2,24,3,Swift Swim,Storm Drain,Water Veil,69,69,76,69,86,91
458,Mantyke,Sinnoh,4,Normal,Kite Pokémon,2,Water,Flying,1,65,3,Swift Swim,Water Absorb,Water Veil,45,20,50,60,120,50
459,Snover,Sinnoh,4,Normal,Frost Tree Pokémon,2,Grass,Ice,1,50.5,2,Snow Warning,,Soundproof,60,62,50,62,60,40
460,Abomasnow,Sinnoh,4,Normal,Frost Tree Pokémon,2,Grass,Ice,2.2,135.5,2,Snow Warning,,Soundproof,90,92,75,92,85,60
460,Mega Abomasnow,Sinnoh,4,Normal,Frost Tree Pokémon,2,Grass,Ice,2.7,185,1,Snow Warning,,,90,132,105,132,105,30
461,Weavile,Sinnoh,4,Normal,Sharp Claw Pokémon,2,Dark,Ice,1.1,34,2,Pressure,,Pickpocket,70,120,65,45,85,125
462,Magnezone,Sinnoh,4,Normal,Magnet Area Pokémon,2,Electric,Steel,1.2,180,3,Magnet Pull,Sturdy,Analytic,70,70,115,130,90,60
463,Lickilicky,Sinnoh,4,Normal,Licking Pokémon,1,Normal,,1.7,140,3,Own Tempo,Oblivious,Cloud Nine,110,85,95,80,95,50
464,Rhyperior,Sinnoh,4,Normal,Drill Pokémon,2,Ground,Rock,2.4,282.8,3,Lightning Rod,Solid Rock,Reckless,115,140,130,55,55,40
465,Tangrowth,Sinnoh,4,Normal,Vine Pokémon,1,Grass,,2,128.6,3,Chlorophyll,Leaf Guard,Regenerator,100,100,125,110,50,50
466,Electivire,Sinnoh,4,Normal,Thunderbolt Pokémon,1,Electric,,1.8,138.6,2,Motor Drive,,Vital Spirit,75,123,67,95,85,95
467,Magmortar,Sinnoh,4,Normal,Blast Pokémon,1,Fire,,1.6,68,2,Flame Body,,Vital Spirit,75,95,67,125,95,83
468,Togekiss,Sinnoh,4,Normal,Jubilee Pokémon,2,Fairy,Flying,1.5,38,3,Hustle,Serene Grace,Super Luck,85,50,95,120,115,80
469,Yanmega,Sinnoh,4,Normal,Ogre Darner Pokémon,2,Bug,Flying,1.9,51.5,3,Speed Boost,Tinted Lens,Frisk,86,76,86,116,56,95
470,Leafeon,Sinnoh,4,Normal,Verdant Pokémon,1,Grass,,1,25.5,2,Leaf Guard,,Chlorophyll,65,110,130,60,65,95
